,question1,question2,is_duplicate,kw
742,How long will it take to get a functional cure for HIV?,How long will it take to develop a cure for HIV infection?,1,"['hiv', 'infect']"
743,Is alcohol good for health?,Is drinking alcohol good or bad for the health?,1,['health']
744,How do you stop cramps without medicine?,Hw can I stop period cramps without medicine?,1,['medicine']
745,Does Hillary Clinton have any serious health issues?,"Does Hillary Clinton have health issues we, as voters, should be concerned about?",1,['health']
746,Are Subway sandwiches unhealthy?,Is Subway actually healthy?,1,['health']
747,Which movie is better Ae Dil hai Muskil vs Shivaay?,Is Ae Dil Hai Mushkil better than Shivaay?,1,['hiv']
748,What can we do for hair loss?,Is there a way to prevent hair Loss?,1,['prevent']
749,Was the Taj Mahal a Shiva temple?,Was Taj Mahal really an ancient Shiva temple before its recreation? What are those evidences which really prove it?,1,['hiv']
750,How bad is Orange Chicken for you?,Why is orange chicken unhealthy?,1,['health']
751,180*0::2.5.1::4.9*1.9 ^! |! Avg Antivirus Tech Support Customer care Service Number?,Can you suggest to me about any AVG Antivirus best tech support service for USA?,1,['virus']
752,Is anal sex dangerous or unhealthy?,Is anal sex safe?,1,['health']
753,What exactly is calcification of the pineal gland and what is the effect of this process?,What are the effects of calcification of the pineal gland and can it be prevented or reversed?,1,['prevent']
754,Are corn flakes healthy?,What are the benefits of corn flakes?,1,['health']
755,Hi Avast @@@1800_@_251_@_4919@@@ Avast Antivirus Tech Support phone Number?,What is Avast Antivirus tech support number?,1,['virus']
756,"What are the symptoms of lung cancer, and how can it be cured?",What are the symptoms of lung cancer?,1,['symptom']
757,Is it healthy to eat fish every day?,What is a cheap healthy diet I can keep the same and eat every day?,1,['health']
758,Is it unhealthy to watch porn?,Is it bad to watch porn?,1,['health']
759,What are some natural ways to grow hair faster?,What are some healthy ways that I could possibly grow my hair a bit faster?,1,['health']
760,Which is the best health insurance plan for family?,What are the best health insurance plans for family?,1,['health']
761,How can I gain healthy weight and mass?,How can I gain weight?,1,['health']
762,What is the best travel health insurance for my parents (Non-US citizens) who are visiting the States?,What is the best health insurance I can get for a foreign family visiting the US?,1,['health']
763,How can you prevent voter fraud if you're against voter ID law?,Why are liberals against preventing voter fraud? Are they trying to prevent a fair Trump presidency?,1,['prevent']
764,Why is the night shift so bad for your health?,Is working night shifts bad for your health?,1,['health']
765,What is the best way to prevent Cancer?,How can I prevent cancer?,1,['prevent']
766,What are the common first signs of pregnancy? How can I tell if I'm pregnant? What are the symptoms?,How do I know if I'm pregnant?,1,['symptom']
767,What did Roman soldiers wear for protection?,What did the Romans soldiers wear in battle?,1,['protect']
768,Is it too late to go to medical school at 24?,Is it too late to study medicine at 23?,1,['medicine']
769,What does Hillary Clinton plan to do to prevent illegal immigrants from entering the country?,What is Hillary Clinton’s view on illegal immigration? How does she plan to deal with this issue?,1,['prevent']
770,How can I prevent people from editing my anonymous Quora questions?,How do I stop people from editing my question to a different one or reverse the changes?,1,['prevent']
771,What can we do for hair loss?,My hair is falling. What can I do to prevent this?,1,['prevent']
772,Which university in Ukraine is best for medicine and why?,"What is the best medical university to study medicine in Ukraine, Europe and why?",1,['medicine']
773,What are the most common symptoms of twisted stomach in humans? How is the surgery made?,What are the most common symptoms of twisted stomach in humans?,1,['symptom']
774,Why does the MSM always ask Ivanka how she feels about the way her Dad treats women but they never ask Chelsea?,Why does the media never ask Chelsea Clinton about her father's treatment of women but constantly asks Ivanka Trump?,1,['treatment']
775,Can yo tell me a substance that is healthy when you burn it?,Can you tell me a substance that is healthy when you burn it?,1,['health']
776,What is it like to be a health psychologist?,What is a health psychologist job?,1,['health']
777,Is there another way too help with sleep apnea without using a cpap machine?,How do I alleviate sleep apnea tonight without using a CPAP mask?,1,['mask']
778,Is being transgender considered a mental illness? How do we know?,Is transgender a mental illness?,1,['illness']
779,How can I stop my dog from chewing my shoes?,How do I prevent my dog from chewing cushions?,1,['prevent']
780,What are the best treatments for vitiligo?,What is the best treatment of vitiligo?,1,['treatment']
781,How can I gain weight on my body?,How do I gain some healthy weight?,1,['health']
782,What are the preventions to stop hair falls?,How can I stop my hair fall?,1,['prevent']
783,How do lose weight with healthy way?,How can I lose weight at age 55?,1,['health']
784,I want to be a top class programmer in my life. How many problems should I solve each day to achieve my goal?,I want to be a top class programmer in my life. How many problems should I solve each day to achive my goal?,1,['hiv']
785,"Can you suggest me the top medical universities in Ukraine, Europe?","Can you suggest me the best university to study medicine in Ukraine, Europe?",1,['medicine']
786,Is milk good for health?,Is milk actually good or bad for your health?,1,['health']
787,When is it too late to study medicine and become a doctor?,Can I apply medicine course in my late 28?,1,['medicine']
788,What are the symptoms of borderline personality disorder?,What exactly does borderline personality disorder mean? And what are the symptoms?,1,['symptom']
789,I had sex on the 9th and my period started on the 11th. Could I still get pregnant?,"Had sex, got my period but after my period I started to get pregnancy symptoms. Could I be pregnant?",1,['symptom']
790,Is there scientific evidence that watching too much porn is bad?,Is watching too much porn bad for my health?,1,['health']
791,What is Best Treatment for Acne Vulgaris?,What is best way to cure acne vulgaris?,1,['treatment']
792,How can illness affect a child's development?,How can a disability affect a child's development?,1,['illness']
793,How come liberal media asks Ivanka Trump what she feels about her father's treatment of women but they do not ask Chelsea Clinton the same question?,Why does the MSM always ask Ivanka how she feels about the way her Dad treats women but they never ask Chelsea?,1,['treatment']
794,How is the mold on bread formed? How can it be prevented?,How is bread mold formed? What can be done for the bread to last longer?,1,['prevent']
795,Fix@~ 1.8009315079 AVG Antivirus technical support phone number?,Install issues kya karu 1-800-439-2178 AVG Technical Antivirus Support | AVG Antivirus Customer Support Number ?,1,['virus']
796,Are cereals good for health?,Are breakfast cereals healthy?,1,['health']
797,Is it healthy to eat egg whites every day?,"Are peanuts healthy, especially to eat every day?",1,['health']
798,What is archive?,What is an archive?,1,['hiv']
799,How is evidence-based medicine failing and does it differ from conventional medicine?,How does evidence-based medicine differ from conventional medicine?,1,['medicine']
800,Is it healthy to eat egg whites every day?,Is it healthy to eat instant white oats every day?,1,['health']
801,What are the health effects of cuddling?,What are great health reasons for cuddling?,1,['health']
802,What issues can occur if the water treatment process to feed a boiler is neglected?,If boiler feed water is not demineralised then what are the problem we faced?,1,['treatment']
803,How are cereals good for you?,Are cereals good for health?,1,['health']
804,How can I gain weight but also eat healthy?,How do I gain weight fast but still be healthy?,1,['health']
805,Can we go to our home during Diwali as far as Shiv Nadar University is concerned or we have to stay there (i.e. compulsory to stay)?,Do students at Shiv Nadar University go home during diwali?,1,['hiv']
806,What is a good side to go with stuffed peppers?,What are some healthy side dishes with stuffed peppers?,1,['health']
807,What is a suitable inpatient drug and alcohol rehab center near Jefferson County AL?,Which is a suitable inpatient drug and alcohol rehab center in Jefferson County AL?,1,['patient']
808,What daily habits can greatly upgrade life?,What are some healthy daily activities and habits every student should adopt?,1,['health']
809,What do you think about best acne scar treatment?,What is the best treatment for acne scars?,1,['treatment']
810,What are the symptoms of child abuse?,What are signs of child abuse?,1,['symptom']
811,How can I gain healthy weight and mass?,How do I gain weight fast but still be healthy?,1,['health']
812,"What is the best medical university to study medicine in Ukraine, Europe and why?","Which university provides the best to study medicine in Ukraine, Europe?",1,['medicine']
813,What are the health benefits of drinking honey lemon water?,What are some of the benefits of taking lemon with honey?,1,['health']
814,How do I check my iPad for bugs or viruses and everything else?,How can I check for viruses or malware on my iPad?,1,['virus']
815,What are the healthy ways of gaining weight and muscles?,What are some of the best ways to gain weight in a healthy way?,1,['health']
816,What are some home remedies for prevention of hair loss and improve hair re-growth?,What are some home remedies to prevent hair loss?,1,['prevent']
817,What are the preventions to stop hair falls?,What can we do for hair loss?,1,['prevent']
818,Why do we need antivirus software?,Why do I need malware protection?,1,"['virus', 'protect']"
819,How can I ensure my app idea cannot be stolen when outsourcing my work to the development team?,How do I protect my app idea when I am outsourcing its development?,1,['protect']
820,How healthy or unhealthy is polyphasic sleep?,How healthy is polyphasic sleep?,1,['health']
821,"What are the health risks of vaping, smoking cigarettes, and smoking other forms of tobacco?",What are the health risks of smoking?,1,['health']
822,What is the best way to consume turmeric and what are its health benefits?,What are the health benefits of turmeric curcuminoids?,1,['health']
823,Can you eat same thing every day and get all the nutrition you need?,Is eating the same thing every day healthy?,1,['health']
824,"Is weed worse than cigarettes, for your health?",Is weed better than cigarette?,1,['health']
825,How does diet affect hair health?,"How does diet affect hair (appearance, color, loss, etc)?",1,['health']
826,Which one is good for health: tea or coffee?,"Which is good for health, tea or coffee?",1,['health']
827,Is it healthy to eat fish every day?,What same food should I eat every day to protect my health?,1,"['health', 'protect']"
828,Is it possible for Cordyceps to infect humans?,"Is it possible for Cordyceps to infect humans, and how?",1,['infect']
829,How do lose weight with healthy way?,How do I lose weight without quitting?,1,['health']
830,How does banning 500 and 1000 rupee notes help to control black money?,How can Modi government prevent black money by discontinuing 500 and 1000 notes?,1,['prevent']
831,How can I lose weight through diet and healthy eating?,How do I lose weight without exercise?,1,['health']
832,Shall I buy Kaspersky anti virus or Kaspersky internet security?,Which one to buy? Kaspersky anti-virus or Kaspersky internet security?,1,['virus']
833,Which is the best free antivirus?,"What is the best best free antivirus, and why?",1,['virus']
834,Why can't you use your Ontario health card as valid ID?,Why is my Ontario Health Card not valid ID?,1,['health']
835,How can I gain weight on my body?,How do I gain weight in a healthy way?,1,['health']
836,What are the symptoms of anxiety?,How can I tell I have anxiety?,1,['symptom']
837,What all diseases are cured by stem cells?,What diseases can be cured with stem cells?,1,['disease']
838,I have an untreatable and life-long disabling neurological disease. What is the easiest and most painless way I can commit suicide?,What is the most effective way to suicide?,1,['disease']
839,What is the best treatment for hair loss?,What are the best options for hair loss?,1,['treatment']
840,Will Hillary Clinton win the US presidential elections in 2016 and prevent us from another war?,What are Hillary Clinton's chances of winning in the 2016 US Presidential Election?,1,['prevent']
841,What is respiratory depression? What are some symptoms you need to watch out for?,What is respiratory depression?,1,['symptom']
842,How do I stop drinking Coke and find a healthier alternative?,I want to be healthier and stop drinking soda. What are good alternatives?,1,['health']
843,How do I protect our personal space? Eg: if our warden comes in to check our room is there any law that would protect us from him to check stuffs,How do I protect our personal space from warden when he trys to enter our room? Is there any law that would protect us from him to check stuffs?,1,['protect']
844,Should I see ae dil hai mushkil or shivaay?,Is Ae Dil Hai Mushkil better than Shivaay?,1,['hiv']
845,My daughter was murdered by a boyfriend. I give presentations about what happened. How do I get more speeches about the prevention of dating violence?,"My daughter was murdered by her boyfriend years ago. I want to give paid speeches about dating violence, how should I go about this?",1,['prevent']
846,What are the symptoms of malware infection?,What are the symptoms of malware infections?,1,"['infect', 'symptom']"
847,Why is it not healthy to feed your dog human food?,Is it safe to give your dog human food? What foods could be considered a health risk for your dog?,1,['health']
848,What is OCD? What is the treatment?,What are the treatments for OCD?,1,['treatment']
849,What's the best way to be healthy?,How can I get healthy?,1,['health']
850,What are some characteristics of eccentric and concentric contractions?,What are some symptoms of eccentric and concentric contractions?,1,['symptom']
851,What are the most unhealthy foods that people eat frequently?,What's the most unhealthy food that people eat regularly?,1,['health']
852,Is it bad for health to eat eggs every day?,"Are peanuts healthy, especially to eat every day?",1,['health']
853,What are the symptoms and repercussions of bipolar disorder?,What are the symptoms of bipolar disorder?,1,['symptom']
854,180*0::2.5.1::4.9*1.9 ^! |! Avg Antivirus Tech Support Customer care Service Number?,What is the customer support phone number for AVG antivirus?,1,['virus']
855,Is weed harmfull?,Does smoking weed is bad for health?,1,['health']
856,How can I overcome bad eating habits?,How can I break unhealthy eating habits?,1,['health']
857,What backpack was used by Oliver Queen to break out John Diggle from prison in Arrow Season 5 and why?,What mask was used by Oliver Queen to break out John Diggle from prison in Arrow Season 5?,1,['mask']
858,"Is olive oil healthy, or just healthier than other oils?","Is olive oil really healthier than other types of vegetable oil? If so, why?",1,['health']
859,Which is the best free antivirus?,Which is the best free antivirus for my laptop?,1,['virus']
860,Should india immediately close its embassy and call back all indians from Nepal?,What powerful invisible force is preventing india from closing its embassy in Nepal?,1,['prevent']
861,"What is healthier, tea or coffee?",Which has more health benefits? Tea or Coffee?,1,['health']
862,How can you prevent skid marks in panties?,What are skid marks? How can you prevent skid marks in your underwear?,1,['prevent']
