,question1,question2,is_duplicate,kw
2444,Why is yawning considered to be contagious?,Why is yawning so infectious?,1,['infect']
2445,Do Android phones need antivirus or internet security apps?,Is an Antivirus on a Android Device of any Use?,1,['virus']
2446,Is chocolate good for your health?,How is dark chocolate good for one's health?,1,['health']
2447,What is the best Antivirus to use?,What is the best antivirus to buy?,1,['virus']
2448,What are symptoms of social anxiety?,How can I tell I have anxiety?,1,['symptom']
2449,Which is the best book to know more about lord Shiva?,What are some good books to learn more about Shiva?,1,['hiv']
2450,"No matter how unrealistic, if Hillary Clinton dropped out today, what would the impact be?",What would happen if Hillary Clinton dropped out of the race for the White House due to health reasons or a criminal indictment?,1,['health']
2451,Is it healthy to eat one chicken every day?,What is a cheap healthy diet I can keep the same and eat every day?,1,['health']
2452,Which is the best medical university in Ukraine/Europe to study medicine?,"What is the best medical university to study medicine in Ukraine, Europe and why?",1,['medicine']
2453,What are the health risks of drinking too much water?,Does drinking too much water damaging to your body?,1,['health']
2454,Is milk bad for health?,Is milk good for health?,1,['health']
2455,Which is the best hospital in Kolkata for skin treatment?,Which is the best skin treatment clinic in Kolkata?,1,['treatment']
2456,Which is the best antivirus currently?,Which is the best antivirus ever?,1,['virus']
2457,Is it healthy to eat instant white oats every day?,Is it healthy to eat bread every day?,1,['health']
2458,Is Bhutan an Indian protectorate?,Is Bhutan an Indian protectorate? If not why Bhutan is not free to made its foreign policy? If yes Why it didn't became part of India as Sikkim did?,1,['protect']
2459,CALL@@@@@### US Talk@AVG^! |! ^1800*@251*@4919 AVG Antivirus Tech Support phone number?,Avg antivirus 1800</v\>251<’-‘>4919 Avg tech support phone number 24x7?,1,['virus']
2460,What is the best treatment for controlling anger?,What's the best method to control anger?,1,['treatment']
2461,How can I gain healthy weight and mass?,How do I gain some healthy weight?,1,['health']
2462,Does the MMR vaccine cause autism?,Could the MMR vaccine have caused my Autism?,1,['vaccine']
2463,What is urinary incontinence? What causes it?,What causes urinary inconsistency and how can it be prevented?,1,['prevent']
2464,How do medicines get their names?,How are medicines named?,1,['medicine']
2465,Does the MMR vaccine cause autism?,Why do some people say vaccines cause autism?,1,['vaccine']
2466,Which is the best way to earn money without working hard give examples?,"What is the best way for an intelligent young woman (without a degree) who is physically disabled and has a mental illness, to earn money working from home?",1,['illness']
2467,Why am I addicted to Quora? Is it a healthy habit?,Why am I so addicted to Quora?,1,['health']
2468,Can iOS devices get malware or viruses?,Why doesn't an  iPhone get any viruses?,1,['virus']
2469,What are the signs of borderline personality disorder?,What are distinct symptoms of borderline personality disorder?,1,['symptom']
2470,How do I gain weight in a healthy way?,What should I do to gain some weight?,1,['health']
2471,Can I get infected with an STD from getting oral sex without protection?,If I get oral sex from someone with an STD can I get the disease?,1,"['disease', 'infect', 'protect']"
2472,How to gain weight ?,What is the best weight gain treatment for gaining weight?,1,['treatment']
2473,Will India ever get free healthcare?,"Can India ever have free healthcare system like Australia, UK, Netherlands, New Zealand, Ireland etc. have?",1,['health']
2474,Will Hillary Clinton win the US presidential elections in 2016 and prevent us from another war?,How certain are you that Hillary Clinton will win the 2016 election?,1,['prevent']
2475,What are the healthy ways of gaining weight and muscles?,What is the best weight gain treatment for gaining weight?,1,"['health', 'treatment']"
2476,Is anal sex is safe?,Is anal sex bad for health?,1,['health']
2477,Can we write viruses using C#?,Can we create viruses using C#?,1,['virus']
2478,What is complementary and alternative medicine?,What's the difference between complementary and alternative medicine?,1,['medicine']
2479,What is the best way to unprotect an Excel 2010 Workbook?,How do you unprotect a Workbook in Excel 2010?,1,['protect']
2480,What can we do for hair loss?,What's the best treatment for hair loss?,1,['treatment']
2481,What is the healthiest food?,What are the healthiest foods?,1,['health']
2482,Why sugar is bad for body?,Why sugar is bad for health?,1,['health']
2483,How do I prevent myself from sleeping during lectures?,How can I prevent myself from zoning out during lectures?,1,['prevent']
2484,What are the health downsides of eating farmed salmon?,What's with the alleged toxicity of farmed salmon?,1,['health']
2485,What are the treatment options for cancer?,What are the treatment available for cancer?,1,['treatment']
2486,What is the best way to prevent Cancer?,What are the best ways to prevent cancer?,1,['prevent']
2487,What advice will you give for a person who is going to study medicine soon?,What is the advice you give for a student who is going to study medicine?,1,['medicine']
2488,Do Android phones need antivirus or internet security apps?,Does any android phone need antivirus?,1,['virus']
2489,Can your phone get a virus?,How do a mobile phone get a virus?,1,['virus']
2490,What are pathogens and how can the spread? What can you do to prevent them from spreading?,How are pathogens spread?,1,['prevent']
2491,"If cancer sometimes becomes resistant to treatment like chemotherapy, what about immunotherapy? Are the mechanisms different?","If cancer can become resistant to treatments like chemotherapy, what about immunotherapy? Are the mechanisms different?",1,['treatment']
2492,How do I prevent rape in Delhi?,Is there any way to prevent rapes in Delhi?,1,['prevent']
2493,How do I prevent my dog from chewing on my shoes?,How do I stop my dog from chewing on my wires?,1,['prevent']
2494,Will American parents in the future going to be the most paranoid parents in the world?,Will American parenting in the future going to be very overprotective?,1,['protect']
2495,Are there any health benefits to drinking one's own urine?,What's your take on drinking one's own urine?,1,['health']
2496,"My brother loves to beat me, but says that I should forgive him because of his mental illness. He is an adult and I'm still a minor. What should I do?",My brother abuses me but my parents say I should I forgive him because it'll ruin his life if I call the police. What should I do?,1,['illness']
2497,What are the symptoms of borderline personality disorder?,What are common symptoms of borderline personality disorder and is it better or worse to get a diagnosis?,1,['symptom']
2498,How do we protect our ideas from being copied by others?,What is the best way to protect an idea you have from others?,1,['protect']
2499,How can you identify a phishing attack and how can you prevent a phishing attack?,How can I identify phishing Emails?,1,['prevent']
2500,What are some special cares for a featherless parrot?,What are some special treatments for featherless parrots?,1,['treatment']
2501,"What is more important for losing weight, working out or healthy diet?",Is diet really more important than working out for fat loss?,1,['health']
2502,How can I gain weight naturally?,What is the best weight gain treatment for gaining weight?,1,['treatment']
2503,"Concerning an infected diabetic foot ulcers, what are the best treatments?",Where do you get the best diabetic foot care treatment in National capital region- India?,1,"['treatment', 'infect']"
2504,How does one choose the best global health insurance plans for frequent travelers or expatriates?,What are the best long-term travelers health insurance companies/plans in terms of coverage and cost?,1,['health']
2505,What are the risks of taking laxatives for weight loss?,What are the health risks of attempting to lose weight with laxatives?,1,['health']
2506,What are some easy ways to treat coughing at home without taking medicine?,How can you stop coughing without taking any medicine?,1,['medicine']
2507,Does Hillary have Parkinson disease?,Does Hillary Clinton have Parkinson's?,1,['disease']
2508,Is it likely to get pregnant during day 3 of my period with unprotected sex?,Can a girl get pregnant after her last day of periods?,1,['protect']
2509,Is it safe and healthy for dogs to eat cooked rib bones?,Can dogs eat pork ribs?,1,['health']
2510,What are common symptoms of bipolar disorder?,Do I have bipolar disorder? What are all its symptoms?,1,['symptom']
2511,Where can I get best fire protection services in Sydney?,Where can I get reliable fire protection service in Sydney?,1,['protect']
2512,What are the best ways to get and be healthy?,How can I get healthy?,1,['health']
2513,What are the biggest causes of foodborne illnesses? How can they be avoided?,What are the biggest causes of foodborne illnesses? How can they be avoided,1,['illness']
2514,What are the signs of borderline personality disorder?,What exactly does borderline personality disorder mean? And what are the symptoms?,1,['symptom']
2515,Is long distance running healthy?,What are the benefits of long distance running?,1,['health']
2516,How do I protect single phasing of a 3 phase motor?,What is single phase and 3 phase?,1,['protect']
2517,Is sleeping on the floor good for your back? Why or why not?,Is sleeping on the floor healthy for your back?,1,['health']
2518,How effective is the EPA at protecting the environment?,"Is the EPA effective at protecting the environment, or would such a thing be best left to the private sector?",1,['protect']
2519,Why will Lord Shiva be under Devi Kali’s foot?,"Why is Lord Shiva under the feet of Devi Kaali, after Devi kaali  killed the Asura Raktabija?",1,['hiv']
2520,How do I stop my puppy from chewing my shoes?,How do I prevent my dog from chewing cushions?,1,['prevent']
2521,What is the best effective treatment for impotence?,Which is the best medicine to treat erectile dysfunction or impotence?,1,"['treatment', 'medicine']"
2522,If a healthy person is injected with cancer cells will they get cancer?,Can you inject a person with cancer?,1,['health']
2523,Who is Shiva?,Who is Lord Shiva?,1,['hiv']
2524,How can I gain weight without it just becoming unhealthy fat?,How can I gain weight without looking fat?,1,['health']
2525,What is the customer support phone number for AVG antivirus?,Hi Avg @@@1800_@_251_@_4919@@@ Avg Antivirus Tech Support phone Number?,1,['virus']
2526,What are are some ways to lose 25 pounds in 1 month?,What are the health risks of losing 20 pounds in a month?,1,['health']
2527,Why were gas masks used in 1940?,How were gas masks used in 1940?,1,['mask']
2528,What is the health condition of Jayalalitha?,What is jayalalitha's health issue?,1,['health']
2529,"Instant support @! 1800:||:2,5.1:||:49.1,9 for Avg Antivirus Tech Support phone number?",What is the customer support phone number for AVG antivirus?,1,['virus']
2530,What is indicative of someone with borderline personality disorder?,What exactly does borderline personality disorder mean? And what are the symptoms?,1,['symptom']
2531,Can a human being lead a healthy and fit lifestyle eating only fruits?,Can a human survive eating only fruits?,1,['health']
2532,Is there really a minimum amount of sleep that one requires to function properly or can each individual adapt to function off just a few hours?,What is the minimum time one requires to sleep to be a healthy person?,1,['health']
2533,Get Connect# Avg (@! @) 1800@251@4919 Antivirus Tech Support phone Number?,What is the customer support phone number for AVG antivirus?,1,['virus']
2534,What are the requirements to open medical shop in India?,What is the procedure to open a medical shop (medicine shop) in India?,1,['medicine']
2535,Where can I hire friendly and well-trained specialists in Sydney for fire protection?,Where can I hire highly knowledgeable fire suppression specialists in Sydney?,1,['protect']
2536,Which is the best free antivirus for my laptop? Why makes it the best?,"What is the best best free antivirus, and why?",1,['virus']
2537,Is the Institute of Health video on Hillary Clinton accurate?,How accurate is this video about Hillary Clinton?,1,['health']
2538,How do I become more patient and understanding towards my unemployed older brother?,How do I learn to be more patient and understanding about my unemployed older brother?,1,['patient']
2539,Can the UK visa be extended on medical grounds?,Can a tier 4 visa be extended for genuine medical treatment?,1,['treatment']
2540,What are the biggest healthy food distributors in the US?,What are the biggest/ largest healthy food distributors in the US?,1,['health']
2541,What are distinct symptoms of borderline personality disorder?,What are common symptoms of borderline personality disorder and is it better or worse to get a diagnosis?,1,['symptom']
2542,"I'm 27, is it too late for me to go to medical school?","At 42, is it too late for me to begin studying medicine?",1,['medicine']
2543,"How long could a person survive in ""outer space"" without any special clothing or protection?",How long could you survive in space?,1,['protect']
2544,Bitdefender Antivirus *1~(800)~439~2178* Bitdefender Antivirus support Phone number?,Hi Bitdefender *1-(800) 251-4919* Bitdefender Antivirus Tech Support phone Number?,1,['virus']
2545,I have an untreatable and life-long disabling neurological disease. What is the easiest and most painless way I can commit suicide?,What is the most painless and quick way to die?,1,['disease']
2546,How do I prevent my dog from chewing on my shoes?,How do I make a dog stop chewing shoes?,1,['prevent']
2547,When is it recommended to drink your urine?,Is it good for your health to drink your morning urine?,1,['health']
2548,What is the best treatment for hair loss?,What's the best treatment for hair loss?,1,['treatment']
2549,What should be the recommended dosage of Apple Cider Vinegar for diabetic patients?,How can we use apple cider vinegar for diabetes?,1,['patient']
2550,Why has Ecuador granted political asylum to Julian Assange?,Why is Ecuador protecting Julian Assange?,1,['protect']
2551,Which is the best medical university in Ukraine/Europe to study medicine?,"Which university is one of the best universities to study medicine in Ukraine, Europe?",1,['medicine']
2552,How do you prevent accidental pregnancies?,How do married couples prevent unwanted pregnancies?,1,['prevent']
2553,How do I gain weight in a healthy way?,How can gain my weight?,1,['health']
2554,What could be the best possible diet plan for gaining healthy weight?,Can any one suggest the best foods for gaining weight?,1,['health']
2555,What are great uses for chives?,What are chives? How are they used?,1,['hiv']
2556,What is the best treatment for sexual impotence?,How do I overcome impotence?,1,['treatment']
2557,Can I crack protected wifi network?,How can I crack a WiFi router password? How can I hack my mother's WiFi?,1,['protect']
2558,How do I stop my Husky/Border Collie puppy from chewing my socks?,How do I prevent my dog from chewing cushions?,1,['prevent']
2559,"What causes the ""sugar disease,"" diabetes?",What causes diabetes?,1,['disease']
2560,How can I prevent an idea from being copied?,How do I protect a business idea from being stolen from VC? How do I protect the idea from being copied?,1,"['protect', 'prevent']"
2561,Does tea tree oil really prevent acne?,Does tea tree oil really help get rid of acne scars?,1,['prevent']
2562,What are the types of bacteria which are present in the urine under healthy condition?,What are the types of bacteria which present in the urine under healthy conditio?,1,['health']
2563,Where and how did the drama masks originate?,Where did the drama masks originate from?,1,['mask']
2564,How can I format a write protected SD card?,How can I format a SD card that is write protected?,1,['protect']
2565,How can you get rid of infected pimples?,What are the safest ways to get rid of infected pimples?,1,['infect']
2566,What is your review of movie shivaay?,What are your views on upcoming movie Shivaay?,1,['hiv']
2567,What is the minimum time that a person should sleep in order to be healthy and what is the best time to sleep?,What is the minimum time one requires to sleep to be a healthy person?,1,['health']
2568,How do I gain some healthy weight?,What are some of the best ways to gain weight in a healthy way?,1,['health']
2569,How can I lose weight loss?,How can you lose weight fast in a healthy way?,1,['health']
2570,How do I discover what is the minimum amount of sleep I need to function well?,How do I sleep the minimum amount of time without risking health?,1,['health']
2571,What are some ways I can lose 29 pounds in 2 months?,How can lose 29 pounds in 2 months without affecting my health?,1,['health']
2572,How did the Rothschild family escape the Nazis during World War II given they were such a prominent family?,How did the Rothschild family protect their wealth from the Nazis during World War II given they were so rich and prominent that it is impossible to hide under the radar?,1,['protect']
2573,Is smoking hookah worse for your health than smoking cigarettes?,Is hookah more dangerous than cigarettes?,1,['health']
2574,What is a healthy weight loss diet plan?,What is the best weight loss plan?,1,['health']
2575,180*0::2.5.1::4.9*1.9 ^! |! Avg Antivirus Tech Support Customer care Service Number?,Fix@~ 1.8009315079 AVG Antivirus technical support phone number?,1,['virus']
2576,Is biological aging a disease?,What are the biological causes of aging?,1,['disease']
2577,Why is dengue fever a communicable disease and how can it be prevented?,Is dengue a communicable disease and how can it be prevented?,1,"['disease', 'prevent']"
2578,What are the pros and cons of masturbation?,How harmful or unhealthy is masturbation?,1,['health']
2579,"What are the health effects, if any, of honey and lemon water?",What are the health benefits of drinking honey lemon water?,1,['health']
2580,How could I gain weight?,What is the best weight gain treatment for gaining weight?,1,['treatment']
2581,Why is sugar bad for us?,Why sugar is bad for health?,1,['health']
2582,How do I overcome first business failure?,How can I prevent business failure?,1,['prevent']
2583,How much would a laser hair removal treatment cost in India? Is it safe?,What are full body hair removal by laser costs in india?,1,['treatment']
2584,Is masturbation for a boy harmful?,Is masturbation harmful for health?,1,['health']
2585,Which is the best hospital in India for treatment of kidney disease?,Which is the best kidney treatment hospital in India?,1,"['disease', 'treatment']"
2586,What are some examples of healthy food?,What is healthy food? What are some examples of healthy food?,1,['health']
2587,How can we prevent brain zaps caused by anxiety?,How can we treat a brain zap caused by anxiety?,1,['prevent']
2588,How can iPhones get viruses?,Can you get a virus on the iPhone?,1,['virus']
2589,Can you suggest to me about any AVG Antivirus best tech support service for USA?,Get Connect# Avg (@! @) 1800@251@4919 Antivirus Tech Support phone Number?,1,['virus']
2590,Does coffee have any health benefits?,What are the health benefits of coffee?,1,['health']
2591,What is infection?,What is an infection?,1,['infect']
2592,If both husband and wife has both o+ blood group have a healthy child?,Will it be fine if both husband and wife having same blood group?,1,['health']
2593,How do a mobile phone get a virus?,How does a cell phone get a virus?,1,['virus']
2594,"Why is it that the media always ask Ivanka Trump about how her dad treats women, but never ask the same question to Chelsea Clinton?",How come liberal media asks Ivanka Trump what she feels about her father's treatment of women but they do not ask Chelsea Clinton the same question?,1,['treatment']
2595,How can Modi government prevent black money by discontinuing 500 and 1000 notes?,How is India fighting corruption by scrapping 500 and 1000 rupee notes?,1,['prevent']
2596,"Instant support @! 1800:||:2,5.1:||:49.1,9 for Avg Antivirus Tech Support phone number?",Hi Avg @@@1800_@_251_@_4919@@@ Avg Antivirus Tech Support phone Number?,1,['virus']
2597,Is it likely that animals also experience mental illnesses?,Can animals have mental illnesses?,1,['illness']
2598,Is M.D quite a sufficient degree to treat the patient?,Is MD quite a sufficient degree to treat the patient?,1,['patient']
2599,What is more harmful to our body: tea or coffee?,"Is tea or coffee harmful for health? if harmful, why?",1,['health']
2600,Is it possible to tell if someone has a mental illness just by looking at them?,Is it possible to discern mental illness in someone by simply observing them?,1,['illness']
2601,How do you prevent morning nose bleeds?,What are some ways to prevent nose bleeds every morning?,1,['prevent']
2602,AVG antivirus technical support phone number to install AVG antivirus software setup?,Get Connect# Avg (@! @) 1800@251@4919 Antivirus Tech Support phone Number?,1,['virus']
2603,How can I get my hair to be healthy?,What should I do to get healthy hair?,1,['health']
2604,Is typhoid a transmitted disease?,Does typhoid spread?,1,['disease']
2605,"Which is less healthy for your body, beer or Pepsi?",Which is less healthy for your body light beer or Pepsi?,1,['health']
2606,What's the best diet for health?,What is the best diet to follow for healthy living?,1,['health']
2607,Is masturbation harmful for health?,Is masturbation good or does it do harm?,1,['health']
2608,Is milk good for health?,Is drinking milk good for health?,1,['health']
2609,What can I do to make my hair thicker?,What can I do to make my hair look healthy and thicker?,1,['health']
2610,How do prevent someone from saving my profile picture on whatsapp?,How can I prevent someone from saving my WhatsApp profile picture?,1,['prevent']
2611,Will Alzheimer's disease be cured or close to cured?,Is Alzheimer's disease curable?,1,['disease']
2612,Was the Taj Mahal originally an ancient Hindu temple?,Was the Taj Mahal a Shiva temple?,1,['hiv']
2613,What are some symptoms of a bad idle air control sensor?,How do you know if you have a bad idle air control valve?,1,['symptom']
2614,"What is the food you can eat every day for breakfast, lunch and dinner?",What can I eat every day to be more healthy?,1,['health']
2615,What is the difference between detonation and knocking? How can they be prevented?,What is the difference between detonation and diesel knock?,1,['prevent']
2616,What is a healthy diet for people with ADHD?,What are healthy diets for people with ADHD?,1,['health']
2617,What are some good courses for 12th PCB students other than medicine?,What are the fields other than medicine I can pursue after 12th with PCB?,1,['medicine']
2618,What is recombination?,What is recombination? How is it useful in medicine and science?,1,['medicine']
2619,Why is fast food generally considered bad for health?,Why is fast food unhealthy?,1,['health']
2620,What is the best treatment for rheumatoid arthritis?,Which is the best treatment for rheumatoid arthritis?,1,['treatment']
2621,What are the ways to keep the heart healthy?,What are 3 simple ways to keep healthy?,1,['health']
2622,Is there a healthy and safe way to lose about 20 pounds in a month and keep it off?,How can I lose 25 pounds in one month in a safe way?,1,['health']
2623,What should I do to control my anger?,What is the best treatment for controlling anger?,1,['treatment']
2624,What is Avast Antivirus tech support number?,Instant Talk@^! ^180.0@*2.51@*4.919 #Get Avast Antivirus Tech Support Phone number?,1,['virus']
2625,What is the best way to prevent hair fall?,What should be done to prevent hair fall?,1,['prevent']
2626,Can Android tablets get viruses?,"Can Android tablets get viruses? If so, why?",1,['virus']
2627,How can an email account get hacked?,How can an email account get hacked? How can I prevent this from happening?,1,['prevent']
2628,What can I eat every day to be more healthy?,Is it healthy to eat a tomato every day?,1,['health']
2629,Is brown sugar more healthful than white sugar?,Why is brown sugar healthier than white sugar?,1,['health']
2630,How can I convince my high school principal to add a healthy aging class as an elective? How can I persuade her?,How can I convince my high school principal to add a healthy aging class?,1,['health']
2631,How do lose weight with healthy way?,What is the best way to lose weight and not gain it back?,1,['health']
2632,How can we prevent heart attacks?,How can you prevent a heart attack?,1,['prevent']
2633,What herbal medicine is good for weight loss?,Did you know about herbal fast weight loss tea?,1,['medicine']
2634,What are the symptoms of a bad camshaft position sensor?,What are the symptoms of a bad camshaft sensor?,1,['symptom']
2635,How could I gain weight in a healthy way?,What should I do to gain some weight?,1,['health']
2636,Does Hillary Clinton have Parkinson's Disease?,Why are Hillary Clinton's fans unwilling to admit that she probably has Parkinson's Disease?,1,['disease']
2637,What are the treatments available for knee pain?,What are the best treatments available for knee pain?,1,['treatment']
2638,Is milk bad for health?,Is milk actually good or bad for your health?,1,['health']
2639,Why is the US healthcare system the worst in the western world?,What's wrong with the US healthcare system?,1,['health']
2640,Should healthcare be free for everyone? Why or why not?,Healthcare should be free?,1,['health']
2641,Are protein powders safe?,Is protein powder unhealthy?,1,['health']
2642,Why is Autism symptoms different in females?,Why is Autism harder to notice in females?,1,['symptom']
2643,Is curd good for health?,How good is curd rice for health?,1,['health']
2644,What would you say to someone who doesn't believe in mental illnesses?,What do you tell someone who does not believe in mental illness?,1,['illness']
2645,Has modern medicine and technology eliminated Natural Selection in humans?,Does modern medicine interfere with natural selection?,1,['medicine']
2646,Why did Aurangzeb execute Guru Teg Bahadur?,"Why did Aurangzeb execute Guru Teg Bahadur, not Shivaji?",1,['hiv']
2647,How do you prevent sunburn peeling on your face?,How can you stop prevent peeling after sunburn?,1,['prevent']
2648,How will Hillary clinton's health affect the election?,Is all the speculation about Hillary Clinton's health unfair or justified?,1,['health']
2649,How can I cure my hormonal acne?,Is there any treatment for acne?,1,['treatment']
2650,How can I treat my dog's parvovirus?,How do I treat Parvo in puppies?,1,['virus']
2651,How do I gain weight healthily without getting fat or get too muscular?,How do I gain weight healthily without getting fat?,1,['health']
2652,How do I gain weight in a healthy way?,What are the healthy ways of gaining weight and muscles?,1,['health']
2653,Does Hogwarts prohibit or even prevent its students from engaging in underage sex?,Can Students at Hogwarts have sex while there? Does some magic prevent them from being able to? ,1,['prevent']
2654,What is the difference between internal medicine and family medicine as medical specialties?,Medical Specialties: What is the difference between internal medicine and family medicine?,1,['medicine']
2655,What are some of the best ways to gain weight in a healthy way?,What is the best weight gain treatment for gaining weight?,1,"['health', 'treatment']"
2656,Why do women's pants ride up so much when sitting down? How do you prevent it?,Why do pants always ride up or down when you are sitting or doing other movements?,1,['prevent']
2657,CALL@@@@@### US Talk@AVG^! |! ^1800*@251*@4919 AVG Antivirus Tech Support phone number?,180*0::2.5.1::4.9*1.9 ^! |! Avg Antivirus Tech Support Customer care Service Number?,1,['virus']
2658,What benefits will I see from cold showers?,What are the health benefits of taking freezing showers?,1,['health']
2659,What Dyn DNS will do to protect themselves from future DDoS attacks?,What can Dyn DNS do to prevent future DDoS attacks?,1,"['protect', 'prevent']"
2660,How do you treat sleep apnea without CPAP?,How do I alleviate sleep apnea tonight without using a CPAP mask?,1,['mask']
2661,What are the nutritional values and health benefits of yogurt?,What are the health benefits of yogurt?,1,['health']
2662,How can we control anger?,What is the best treatment for controlling anger?,1,['treatment']
2663,What are the symptoms of borderline personality disorder?,What are the signs and symptoms of borderline personality disorder?,1,['symptom']
2664,Avg antivirus 1800</v\>251<’-‘>4919 Avg tech support phone number 24x7?,Can you suggest to me about any AVG Antivirus best tech support service for USA?,1,['virus']
2665,"Are peanuts healthy, especially to eat every day?",Is it healthy to eat a tomato every day?,1,['health']
2666,How do I get glowing healthy skin?,How do I get a glow skin?,1,['health']
2667,How do I prevent getting chicken pox?,How can one prevent chicken pox?,1,['prevent']
2668,Where can someone watch NBA archived games?,How do you watch past NBA games?,1,['hiv']
2669,Why do people stay in unhealthy or abusive relationships?,Why do victims of domestic violence stay in abusive relationships?,1,['health']
2670,What are the health effects of cuddling?,What are the health benefits of cuddling?,1,['health']
2671,How does malt vinegar affect your health?,What are some health benefits of malt vinegar? How can you include malt vinegar in your diet?,1,['health']
2672,How do I prevent my shoes from stinking?,What are some ways to prevent shoes from stinking?,1,['prevent']
2673,What is the worst experience you have had while in a hospital receiving medical treatment?,What is the worst hospital experience you ever had?,1,['treatment']
2674,How can you prevent identity theft?,What are good ways to protect yourself from identity theft?,1,"['protect', 'prevent']"
2675,The Indian government is banning the Rs. 500 & Rs. 1000 notes but it is coming up with the Rs. 2000 note. Will it not cause a generation of black money in the future?,How can Modi government prevent black money by discontinuing 500 and 1000 notes?,1,['prevent']
2676,How do I lose weight without quitting?,How can you lose weight fast in a healthy way?,1,['health']
2677,How do lose weight with healthy way?,What is the best way to be in a calorie deficit and lose weight successfully?,1,['health']
2678,"What is the food you can eat every day for breakfast, lunch and dinner?",Is it healthy to eat a tomato every day?,1,['health']
2679,"Does rub 70% Ethanol over my smartphone's glass and eyeglasses, kills adenovirus (Conjunctivitis virus)?",Does rubbing 70% ethanol over my glasses and my smartphone's glass with a piece of cotton kill adenovirus?,1,['virus']
2680,"If you get blisters from contact with poison ivy, what is the best treatment for them?",What is the best treatment for poison ivy rash?,1,['treatment']
2681,How could I gain weight in a healthy way?,What are some of the best ways to gain weight in a healthy way?,1,['health']
2682,How do I study medicine effectively?,How we study medicine effectively in short time period?,1,['medicine']
2683,What is SLE?,What is SLE? What are some of the treatments of this disorder?,1,['treatment']
2684,What is the best way to protect own privacy online?,How do I protect my privacy online completely?,1,['protect']
2685,What is the healthiest diet in the world?,What is the healthiest diet plan in existence?,1,['health']
2686,Why is healthcare so much more expensive in the US than the rest of the world?,Why is healthcare so expensive in the United States?,1,['health']
2687,Is it bad for health to eat eggs every day?,Is it healthy to eat a tomato every day?,1,['health']
2688,How can I lose weight safely?,How can you lose weight fast in a healthy way?,1,['health']
2689,180*0::2.5.1::4.9*1.9 ^! |! Avg Antivirus Tech Support Customer care Service Number?,Get Connect# Avg (@! @) 1800@251@4919 Antivirus Tech Support phone Number?,1,['virus']
2690,Are Hillary Clinton's health issues that serious or is the media blowing it out of proportion?,"Does Hillary Clinton have health issues we, as voters, should be concerned about?",1,['health']
2691,How are cereals good for you?,Are breakfast cereals healthy?,1,['health']
2692,Why is it important to protect endangered species?,Why do we care so much about saving endangered species?,1,['protect']
2693,How are copyrights used? What do they protect?,What does copyright protect?,1,['protect']
2694,When is it too late to study medicine and become a doctor?,I am 24. Is it too late to get into medicine?,1,['medicine']
2695,Is drinking one's own pee good for health?,What's your take on drinking one's own urine?,1,['health']
2696,What is the best treatment for hair loss?,What can we do to minimize our hair loss?,1,['treatment']
2697,What are the health benefits of turmeric curcuminoids?,What are the health benefits of Turmeric?,1,['health']
2698,Is milk good or bad for health?,Is drinking milk good for health?,1,['health']
2699,What is the best free antivirus for a PC in 2015?,Which is the best free antivirus and anti-spyware available for my PC?,1,['virus']
2700,What are some symptoms of eccentric and concentric contractions?,What are some characteristics of concentric and eccentric contraction?,1,['symptom']
2701,What are some of the healthiest Indian dishes?,What are the most healthiest Indian dishes?,1,['health']
2702,Is yoga really good for the health?,Is yoga good for health?,1,['health']
2703,What are the symptoms of a tcm (transmission control module) problem?,What are symptoms of a bad transmission control module?,1,['symptom']
2704,What is the difference between free and paid antivirus softwares?,What is the difference between Free and Paid Antivirus?,1,['virus']
2705,How can I gain weight on my body?,How can I gain weight but also eat healthy?,1,['health']
2706,What are the health benefits from vitamin C?,What are the benefits of vitamin C?,1,['health']
2707,How can I prevent flea bites?,How can you prevent flea bites?,1,['prevent']
2708,Where can I get reliable fire protection service in Sydney?,Where can I get emergency fire protection service in Sydney?,1,['protect']
2709,What are the symptoms and repercussions of bipolar disorder?,What are the symptoms of bipolar disorder and how to fight it?,1,['symptom']
2710,How do I prevent stress?,What is the best way to avoid stress?,1,['prevent']
2711,What are the best security apps for smartphone?,Which app is the best for Smartphone security protection?,1,['protect']
2712,I am 24. Is it too late to get into medicine?,What age is too old to get a medical MD?,1,['medicine']
2713,Which university in Ukraine is best for medicine and why?,"Which university is the best to study medicine in Ukraine, Europe?",1,['medicine']
2714,When is it too late to study medicine and become a doctor?,Is it too late to study medicine at 23?,1,['medicine']
2715,How to gain weight ?,What are some of the best ways to gain weight in a healthy way?,1,['health']
2716,What should be my proper diet for weight loss?,What is a healthy weight loss diet plan?,1,['health']
2717,Is it healthy to eat egg whites every day?,Is it healthy to eat fish every day?,1,['health']
2718,What types of things should Yahoo! users do to protect themselves from the security breach recently announced?,What types of things should Yahoo! users do to protect themselves from the recent security breach? I feel like the damage has been done.,1,['protect']
2719,I am 24. Is it too late to get into medicine?,Is it too late to study medicine at 23?,1,['medicine']
2720,Was George W Bush capable of stopping 9/11?,Could George Bush have prevented 9-11?,1,['prevent']
2721,Which fruit is good for health?,Which fruits are good for health?,1,['health']
2722,What are some health risks of eating raw meat?,What are the health issues related to eating raw meat? Are some meats safe to eat raw?,1,['health']
2723,What is the healthiest food?,What are some of the healthiest foods to eat?,1,['health']
2724,What are causes of computer viruses?,What causes a computer virus? How do you remove computer viruses on your PC?,1,['virus']
